01. 01. 2010		  10e1c0 19857.21884219925
01/01/2010	    	 4f7316 1.8083e+04
2010-03-26     	723c37    1.3938e+02
2010-03-26 		143c87   7.6029e+02
2010-03-26    667dea 17299.842801898303
26.03.2010   	4cf4cd  1.6853e+04
26.03.2010        381fa2 1.5028e+04
03/26/2010	   424f14	1.5306e+04
2010-03-26     974cf1  1.0771e+04
2010-03-27	 	  	96d68a	  1.4169e+03
03/27/2010 		317855	1.9112e+04
27.03.2010 	 	 	3e9e56  1.4968e+04
2010-03-27    304e5e   712.3856877616145
2010-03-27  :		 5b4b7b  1.1572e+04
27. 03. 2010 	 	   04baeb  1.4198e+03
03/27/2010 	  8f24db   1.4021e+03
2010-03-27	 	3bd5ed 327.7466708512518
03/27/2010      26cd14	   5.1263e+02
2010-03-27  	  	43cc7a  9.7417e+02
2010-03-27    1f6942 1.2948e+04
27. 03. 2010 	     96980f 1.5764e+04
28. 03. 2010  		 	4f0988  1.6001e+04
28.03.2010  : 8f151e  1.0820e+02
28.03.2010	   38905e  		1.1732e+04
2010-03-28   	  3a9eb3  15461.230254236949
28.03.2010    	63c225  	 1.9358e+04
28.03.2010    : 		 37fe8f 1.3015e+04
28.03.2010	   987fd6 	3.0432e+02
2010-03-28   : 983f64	1.8919e+04
2010-03-28     501b8b 1.7830e+04
2010-03-28	    79684f   1.9174e+04
28.03.2010	   	8ccb00   1.8518e+04
2010-03-28	  	 		71a690 19327.721076669855
28. 03. 2010 	  5cc5b2  	 15709.41513821331
03/29/2010    8924a7 1.1931e+04
03/29/2010  		  96016c 	75.55798030832838
29.03.2010   	7cd2c5	 1.3342e+04
03/29/2010     46b8f3 		 1.5190e+04
03/29/2010   43de5a    3.5111e+01
03/29/2010  	 	 811d41   1.9224e+04
29. 03. 2010      353322 1.7997e+04
2010-03-29      0bb3c5	 1.4584e+04
2010-03-29	      48c066 1.7115e+04
29.03.2010	    6c17db 1.4543e+04
03/30/2010	    2a971d	1.1278e+04
30. 03. 2010 	  	2ae11d   1.4161e+03
2010-03-30  	 653c8f 1.6879e+04
2010-03-30 	   6ff770	   1.7269e+04
03/30/2010 :  		7f423b 1.9471e+04
2010-03-30	    	419943 1.6482e+02
2010-03-31   	 2977f5 	2.7897e+02
2010-03-31     266958 368.57110518344643
31.03.2010 	 	6976e7 	 3.4100e+02
2010-03-31     	 29217a 6.8462e+02
31. 03. 2010   	589345 1.2897e+04
31.03.2010     2e5eed 1.4235e+04
31.03.2010      	7b7c0e    12112.99870210642
31.03.2010	   655eec    1.6832e+04
2010-03-31     1a2478 1.4882e+04
03/31/2010     216c88    6.0453e+02
2010-03-31	  	   6c7c08  1.3768e+04
03/31/2010	 	     4c6360  	 1.6865e+02
2010-03-31  	 	7493d2    300.53224768391647
2010-03-31  	     8969eb 	 1.5481e+03
01. 04. 2010 	 	  35b92a	   1.5755e+04
04/01/2010   7783bd  7.9295e+02
04/01/2010      58df47   1.4949e+04
01.04.2010	     43e656	1.2929e+04
2010-04-01   3d0e59 4.6381e+02
01. 04. 2010    88611b  2.1590e+02
2010-04-01    	7adef3  	1.7737e+04
2010-04-01    3ebc9b   1375.2407255207775
01.04.2010 	 		3068ab  1.4871e+04
04/01/2010	 00586b   1.4805e+04
2010-04-01    613fbc		18433.83428293244
04/02/2010   	 	 516a4d  3.4424e+02
02. 04. 2010  	 	  	6bfcfe   1.7887e+03
04/02/2010    23b12b 1.4321e+03
04/02/2010 	  475af1  14369.75218472447
2010-04-02 	 5e2938   	1.8809e+04
2010-04-02	      2de7c3 	  15345.625167448428
02. 04. 2010  1dcb8e 9.9666e+02
2010-04-02  	 362a51	7.2556e+02
04/02/2010 	   1a59ba		 	1.1778e+04
04/02/2010  	 1b16e5  	15849.20929717068
2010-04-02 	   22912e 1.4103e+04
04/02/2010    			204329 6.5595e+02
2010-04-02    	 213887 	1.6284e+04
2010-04-03		25cdf6	   1.9398e+04
04/03/2010 	  67e6ab 		1.6465e+04
04/03/2010    :    6b3b81  1.6331e+04
2010-04-03    	 4604e3	1.9949e+04
03.04.2010  334404 1.4417e+04
04/03/2010    	28c175  16785.62945234387
2010-04-03    5d1f58	   1.2506e+04
2010-04-03  		 556466 1.5958e+04
2010-04-03    :  1cd2c2 1.1983e+04
2010-04-03   	24015e 5.2821e+02
2010-04-03 	 35ec00	1.0015e+03
04.04.2010 	1fb71c	1.7793e+03
04/04/2010  0ff64a 1.6594e+04
2010-04-04  5622a8    1.7577e+04
2010-04-04  4321d9  248.03556251930735
2010-04-04 	 	 7936b8	 6.3754e+02
04/04/2010    754c34  1.3751e+04
2010-04-04 	   	 65706c    479.72820825440675
2010-04-04    	068d96    1.6753e+04
04/04/2010 	   89a773   	1.6517e+04
04.04.2010			  1fba2e 	  1.7134e+04
04/04/2010	  	138a1b 1.2784e+04
04.04.2010	 	02c61d	  3.0588e+02
04/05/2010    	 71c732  	9.9617e+02
2010-04-05       5904bd 1.7807e+04
05.04.2010      55f755	9.5165e+02
2010-04-05  	603f30   9.2982e+02
2010-04-05	 		3c952f   1.7273e+04
05.04.2010 	  	02f8d5   2.4500e+02
2010-04-05	    	052648 	  1.0529e+03
2010-04-05  	   69265d 7.1401e+02
05.04.2010 	     2c61ef 1.0390e+04
05.04.2010    :  33c8d7   1.1338e+04
05.04.2010 	 	:    3058e0		 1.9415e+04
06. 04. 2010   39b860 1.7605e+04
2010-04-06  	  	 34fd81  2.6449e+02
04/06/2010	   	787e00  1.9957e+04
2010-04-06	 	   38f774   6.2987e+02
04/06/2010	  2ad3a3    1.6504e+04
2010-04-06  483d1c 1.0329e+04
2010-04-06  			53dbf2  6.8593e+01
2010-04-06     0f3ab6	1.8365e+04
2010-04-06		 	    5abf3a  1.9448e+04
2010-04-06  	  423cee	  1.3447e+03
04/06/2010 	   667169   18965.34700355063
2010-04-07 		 26922d  6.5214e+02
2010-04-07    484652   4.2165e+02
04/07/2010		    	0be7b6   7.5949e+02
04/07/2010    71ab71	 	1.0985e+04
2010-04-07        091247  1.1779e+04
08.04.2010      95f14e	1.1993e+03
2010-04-08       1a9d61	  1.1460e+03
2010-04-08	   03fd1c 	 1.4738e+04
2010-04-08    4e9e7c 1.0142e+04
08. 04. 2010  8ef3e9 	 5.5288e+02
04/08/2010	 128041  7.5464e+02
08.04.2010    959591	1.8191e+04
08. 04. 2010   	  8f8740 1.7725e+04
2010-04-08     724253  2.1525e+02
2010-04-08	  	 		 0813ea  	1.9424e+04
08.04.2010    438a7c    1240.2071231641855
2010-04-08 	054236   1.9249e+04
08.04.2010  000ccd	 1.1796e+04
2010-04-08    282fae   	1.9447e+04
2010-04-08   	 04ff39    238.51868501658913
04/08/2010     97511b 1.8442e+04
04/08/2010  	  5237b9 1.4243e+04
09.04.2010    :  0bbdd6 	 8.9979e+01
2010-04-09  	10e1c0  1.7867e+03
04/09/2010	   3c478b	  	1.5489e+03
2010-04-09    01c74c 1.4677e+04
2010-04-09  6a4ff2  1.0375e+04
09.04.2010      	79eeb8  	1.2960e+04
2010-04-09	 	 	  06d9ef	  1.6604e+03
09.04.2010      2a72cf  1237.09905453082
04/09/2010	    76d297	  1.0943e+04
2010-04-10  2f843a   	9.4782e+02
10.04.2010    1b060b 	 19943.042525859277
10.04.2010  59799c  	 1.4781e+04
2010-04-10  1c279e   4.7289e+02
2010-04-10  	   23d358	   1.3969e+04
10.04.2010 		 	  55e94f   1.2285e+04
2010-04-10 	 	 6c13d8   12517.15499090547
2010-04-11 	    22b1d6  1.4696e+04
2010-04-11	  	   10122c    1.5563e+04
2010-04-11 	 	11241a	 	1.4809e+04
04/11/2010     55792b 1.7202e+04
04/11/2010    	 73abbe    1.3544e+04
2010-04-11	  	  5e5ff4   13340.656556793787
2010-04-11	     415194	  2.0620e+02
04/12/2010 	 	  494dbf   1.9136e+04
2010-04-12	   609fe0   1.7166e+04
2010-04-12   	  011a17 	  16075.295910028979
12.04.2010      0c8158   8.9048e+01
2010-04-12    75db7e	  18461.49368043534
2010-04-12     	7998f8   1.9717e+04
12.04.2010 	: 	96cb89    1.4251e+04
04/12/2010    58009c    678.3663242899845
2010-04-12	     	2262d3  1.0891e+03
2010-04-12	 82eaf0	   15101.808176297076
2010-04-12      5e5afd   19735.845223431155
2010-04-12   	    174ffd    1.0046e+04
2010-04-12    	  61b618 	1.3748e+04
04/12/2010 	 	 0cc8a0 3.7200e+02
04/12/2010		 		5f78e5	 	 1.5999e+04
2010-04-12 		  	2e7043	   6.5401e+02
13.04.2010      	44761e  1.6008e+04
13. 04. 2010       050556	 	 19168.516980858818
13.04.2010     881e6a 13013.622276102578
13.04.2010   	19f940 6.8362e+02
2010-04-13     	  108fa1	 	706.9466789024143
2010-04-13   	  987fb5   11001.692171129189
13.04.2010	   	915ef4 386.08281489745076
2010-04-14     37571c    1.4116e+04
2010-04-14        6ba545  4.0457e+02
04/14/2010	   31cccc 639.4719687883472
14.04.2010 	9664b0    3.9588e+02
04/14/2010   	 		6c99d0  1.0579e+02
2010-04-14  	     6268a9 1.1343e+03
2010-04-14    :   8147ba   8.0842e+02
04/14/2010   	006a33 3.8300e+02
2010-04-14       915052	  916.718378196166
04/14/2010       904941 	4.4032e+02
2010-04-14 	 	2d189d	   1.0612e+03
2010-04-15	    959faf   	4.0603e+02
2010-04-15    2e0c87	  16173.93970179167
2010-04-15 	    27dfd8		  17904.26327924604
15.04.2010     4bb9c0	11652.799693894889
2010-04-15   	 2f7be8 1.2686e+04
2010-04-15    907e83 	1.6169e+04
2010-04-15    109a83   1.3095e+04
15.04.2010 			 5c8afd   7.4441e+02
04/15/2010   09e851 	 1.9195e+04
2010-04-15 	3b2293  	1.1290e+04
04/15/2010  	  61a271	  1.5107e+04
04/15/2010	       1a10df   1.4160e+04
16.04.2010   		 33732b  1.1425e+03
16.04.2010 	 	 4ac353 		1.4481e+04
2010-04-16			  3d6fcb 380.80269139168786
16.04.2010      	48477c  4.6152e+02
16. 04. 2010    	 019901    12794.268436931035
2010-04-16    3ca918 	1.0075e+04
2010-04-16 		  3b50ac    1.3351e+03
2010-04-16  2a0c08    4.2771e+02
04/16/2010    	  71db90 		 1.4467e+04
16.04.2010      38cb25 	 1.5397e+04
04/16/2010     43a368   	1.4618e+04
16. 04. 2010    	5d32d3 16095.065309366437
2010-04-17 	:	  	060227	   1.0118e+04
04/17/2010     	3a0156 	  1.5061e+03
2010-04-17	 	:  	774105 1.7755e+03
2010-04-17 	5505e6   	1.1435e+04
2010-04-17    	  4febc3	  1199.7600553405427
17. 04. 2010       072645    1.1973e+04
17. 04. 2010       7bbe41  1.1484e+03
2010-04-17 :   626e82   	1.4648e+03
18. 04. 2010    2d0275   1.2812e+04
18. 04. 2010		 6352cf 1.4793e+04
04/18/2010	  	   	33693b	   1.1255e+04
2010-04-18   	 	 28627e    1.2008e+04
2010-04-18	 			  3f754c   12559.112585389905
04/18/2010    0b0ee3    7.4247e+02
2010-04-18  			26c595 		1.1620e+04
04/19/2010   46c440 147.35112216956355
2010-04-19   	    0bf9d8   1.6046e+03
19. 04. 2010  	29c9ea   	1.5732e+04
19. 04. 2010    4cdcf6    1.0468e+04
04/19/2010     2173d3 1.9284e+04
2010-04-19    	 34de28   721.278043459585
2010-04-19 :  2a484c	   1.5736e+04
04/19/2010   	 	 085d3a   1.8170e+04
04/19/2010    	 36f172 1.8485e+04
19.04.2010 :  573dba 2.6066e+02
2010-04-20    		984cf5	1.7613e+02
2010-04-20      7b4a28		 	10842.502615732712
20.04.2010    0331b0   750.9337526796538
04/20/2010	 511e10  	 1.7326e+03
20.04.2010    87083e	 1.8576e+04
04/20/2010    6e3838  1.3855e+04
20.04.2010		 8610bd  1.3421e+03
04/20/2010    2d4298	  1.6505e+04
20. 04. 2010     2c2086   1.4869e+04
04/21/2010      731b9d  1408.564149275518
2010-04-21     0af3a1   1.7153e+04
04/21/2010 :   195b9f 622.1353375366758
04/21/2010  	   8ad36b  1.0311e+04
2010-04-21  8ac934 7.8942e+02
2010-04-21       70e4e7   1.2534e+04
21. 04. 2010  	 64199c  36.56531648338169
21.04.2010     81e499    1.5799e+04
21. 04. 2010	: 		446386 1.8445e+04
21. 04. 2010	  	325ba1  	 1.7177e+04
2010-04-21 	 129a4a   17522.236836829
21. 04. 2010 	    7378e8 	 1.2799e+04
2010-04-21     	 41eb59	  	1.1294e+03
2010-04-21      4a49c1	 	 1.0790e+03
04/21/2010		:	   89ec1b		 1.7709e+04
22. 04. 2010   	  6c64be	1.3639e+02
04/22/2010  	  201eeb   1.5156e+04
04/22/2010      27ae23  1.5230e+04
23. 04. 2010 	 	    5f26ed 4.0945e+02
04/23/2010 	  62d0cd 	 	10919.205189247543
2010-04-23    01316c    3.1471e+02
2010-04-23    41db8e    3.3047e+02
2010-04-23   :  873eda    1.5387e+03
23.04.2010   58f648 1.3500e+03
2010-04-23	     008152 1.1952e+04
2010-04-23 	   5d432b  	 1.8100e+04
23.04.2010	     3567ab 18749.331969259307
04/23/2010    7240f1 15371.392392544527
2010-04-23	 35d02e 2.5794e+02
2010-04-24	  7d39ac  3.4715e+02
04/24/2010 	 97d60c 	1.0082e+04
2010-04-24   		2b58ae  560.500660145967
04/24/2010    615e85  1.0523e+03
2010-04-24 	  	 974cf1  6.1559e+02
04/24/2010     023d93    9.2738e+02
2010-04-24	    	 7b10c3   1.4204e+04
2010-04-24  	  6b68c0		 9.111992625322644
2010-04-24     88c312  	15224.603732561209
2010-04-24    	 52c71b  1.0071e+04
2010-04-24     69e1f2	 1.8012e+04
04/24/2010     8f59c1 6.2805e+02
2010-04-24   		  3a7569 	 1.1037e+04
25.04.2010	   	3d61be    9.8334e+01
2010-04-25	  	 0cc5a8 	  1.2863e+04
2010-04-25  	  	1c7125   1.4677e+03
25.04.2010  	31a197    3.6132e+02
2010-04-25  		8ae7d8  3.3602e+01
25.04.2010 	  	2859d0   1.0608e+02
2010-04-25 	 30c2a2	   4.5592e+01
25.04.2010     95b9ee    6.3071e+02
2010-04-25  :    2dd1af 11944.410776015082
25.04.2010	  841717  1.5124e+04
2010-04-25 	     922bb4				1.0624e+03
2010-04-25   2bb7c5 1.1367e+04
2010-04-26    1339d6  2.5118e+02
04/26/2010   9301c0	  8.4308e+02
2010-04-26    8ba05e	  	9.0048e+02
2010-04-26   	 2b3bca  1.4292e+04
2010-04-26  	 	5a8ae0 	4.2383e+02
26. 04. 2010    	 3a9d99   1.4446e+04
2010-04-26   	 86c201 	7.5662e+02
2010-04-26  :   16155a 1.6397e+04
04/26/2010		    46d420   6.3410e+02
2010-04-26      60f168			1.5079e+04
26.04.2010     3cb53e	1.3676e+04
04/26/2010   8b151b    19727.687565774682
2010-04-27	    73a053 	184.26754563908648
27. 04. 2010    52b114 	  19967.521758116152
04/27/2010	  8aadfa   19329.93686718858
27.04.2010     632ce2  	1.0482e+03
2010-04-27 	 233e79   15409.959944404674
2010-04-27     	02d603	  11238.992938410405
2010-04-27	    353322  1.5435e+03
04/27/2010 	 766dee  19878.19322476985
2010-04-27     	 23f55d	 1.2094e+03
04/27/2010     80e76c 		1.0663e+02
04/27/2010    057193 1.0289e+04
28. 04. 2010 :  	 4132f3 		 1.8512e+04
28.04.2010   8d187a		  1.4048e+04
28.04.2010  	 77bba7  1.8290e+04
28. 04. 2010	   89a773			6.3680e+02
2010-04-28    	 83888b	 1655.9213646738165
28.04.2010 	2b1563   7.0231e+01
2010-04-28   	:  662fdd 913.9088917174662
04/28/2010  		841e03  	1.7430e+04
2010-04-28  		   830f3d 16204.61814599435
2010-04-28 	    8847d6 1.8501e+04
2010-04-28 		 42deac    1.3640e+04
29. 04. 2010  	  595e5f  1.2413e+03
2010-04-29     513ffc  1.9953e+04
2010-04-29  	  699867 18251.071039395476
29.04.2010  		 584acb  	 1.1940e+04
29.04.2010       	24a52a  8.7294e+02
2010-04-29  722523  	 907.3635240499525
2010-04-29     4371c7		  503.2652350290361
2010-04-29     45c50a  1.0984e+04
04/29/2010 	   381fa2 	490.6758165646564
04/29/2010       501b8b 45.5399768593085
29. 04. 2010	 26c755 3.8256e+02
2010-04-30		      4c74d5   1.5265e+04
2010-04-30   556466    8.7355e+02
04/30/2010	    	42a01d	  1.0682e+04
2010-04-30	  076806   324.7085277276406
2010-04-30  279491  1.4151e+04
2010-04-30    	 29f955  3.4705e+02
2010-04-30    	 4b84f2  8.1370e+02
2010-05-01		     2745ae    1.0233e+03
2010-05-01  5eb09e  	 1.1746e+04
2010-05-01   22a9de    1.1599e+04
2010-05-01      	61bbfc   1.7038e+04
01. 05. 2010  : 8df63f 1.0674e+04
05/01/2010 	     97677e    1.1624e+04
2010-05-01	 : 4cce58   2.4619e+02
01.05.2010   	  	976863   	1.6684e+04
2010-05-01      		50f05e 4.8192e+02
05/02/2010  5568b5  3.4030e+02
2010-05-02 	   	 30a292 	 	1.0331e+04
02.05.2010   63e7cc 1168.0549988942132
05/02/2010   667dea	9.3683e+02
02. 05. 2010 	 1f841b    1.9757e+04
2010-05-02   	  96ea56 	 1.8086e+04
02.05.2010    145608  	1.0151e+03
02.05.2010	 	 	  662ca2	1.3594e+04
05/02/2010    12606c 	 1.3907e+04
2010-05-02      2a59f3   902.7827977776612
03.05.2010        378f4f  1.1591e+03
05/03/2010      	1952c6    3.2804e+01
2010-05-03      	78ee99 	1.8866e+02
03.05.2010 	 	 90bffd 	  1.6908e+04
03.05.2010     1aac71	 		1.5366e+04
2010-05-03  	   867835   	1.9854e+04
03. 05. 2010   	 	457461 1.4329e+03
2010-05-03  	  	434d9f 1.0535e+04
2010-05-03 	    10122c  1.0170e+03
03.05.2010 	   1792ba   1.0235e+03
2010-05-03	  	  02729a 5.0151e+02
2010-05-03      5904bd   1.5263e+03
2010-05-03    5ef0a8   1.7690e+03
2010-05-03     74f44d  1.5432e+04
05/03/2010    	 0fdb57 907.3004456647805
05/03/2010 	   51ca93 9.1115e+02
05/03/2010 		     46782f	  19010.79018628864
2010-05-04     7db882 	 1.0845e+04
05/04/2010   	  95ae8a 1.8757e+03
04.05.2010		  56c727    1.3554e+04
04. 05. 2010        68f869 	 1.0178e+04
2010-05-04	  	 25919e 		5.0944e+01
04.05.2010		  95038d 1.0804e+03
04.05.2010      398732	   1.3825e+04
04.05.2010   	214b38    1.3734e+04
2010-05-04	    618077 	 	1.8989e+04
2010-05-04      18b1fa   1.1528e+04
2010-05-04      1f6942	1087.7473568292032
04.05.2010        5d13b1   266.237121139883
05/04/2010     073773 1.1502e+04
04.05.2010     	20d916    7.2756e+01
2010-05-05    	218da1    1.4500e+04
2010-05-05	    	 6be1fc	 1065.38248598604
05. 05. 2010  	 	 6d1e6d    1.3953e+04
05.05.2010     71a690	   1.3125e+03
05.05.2010        32b159  1.1263e+04
2010-05-05   28250d 1.9034e+04
05/05/2010  		8437fa 1.2192e+04
2010-05-05		03fd1c 1017.5526246946326
2010-05-05     0ff64a 	 	1.7864e+02
05. 05. 2010		  66647a 1.0931e+04
05. 05. 2010       5b9a83	   6.0917e+02
2010-05-05     8fda1e   1.9322e+04
05/05/2010  	   563a00  1.5122e+03
2010-05-06    		2db93d	 7.0188e+02
06.05.2010   71f465  	 1.2229e+03
2010-05-06  	  	 272afa	 272.39256008673027
2010-05-06	    957de0 1.3123e+03
06. 05. 2010      347e4d 1.4711e+04
06.05.2010  88215f   1.9440e+03
05/06/2010	  12d1e2	   1.2279e+03
2010-05-06  	 41f060	1.8177e+04
06.05.2010   5892f0	 17122.159445464495
05/06/2010    64544a 	2.2751e+02
2010-05-06	    304ee3  	 4.2185e+01
05/06/2010	    	50db00 1.4070e+03
05/06/2010  		 8b67b7	1.3168e+04
2010-05-06				 4839c4    1.8039e+04
2010-05-07   	180474 5.6783e+02
05/07/2010    42ff0b 1.7208e+03
2010-05-07    	 23835b   1.1300e+04
2010-05-07   	2ed262	  1.8484e+04
05/07/2010 	   8648e9    1.6083e+04
07. 05. 2010		  		24d94a    15668.300353710674
05/07/2010  	   198341   1.6525e+04
07.05.2010 	6bf1f2		1.0450e+04
2010-05-07 	 3fc758 7.3154e+02
2010-05-07	   	536603  990.4884702721648
08.05.2010 	   642275 	1438.5714586651513
2010-05-08  	    0422d9   814.6331125684977
2010-05-08  	 	07751e			1.1518e+03
2010-05-08      2a3129  1.2017e+04
08.05.2010  	  	 109a83	 1.0530e+03
08. 05. 2010   :   1fba2e 3.7804e+02
08. 05. 2010	 	 	 11197e  1.3778e+04
2010-05-08 : 7cd74b    18478.87484903452
05/08/2010      44435b  6.6772e+02
2010-05-08   	  917f94		 7.5689e+02
2010-05-08 		  	 4aa0df		 1.7841e+04
2010-05-08    40eec2 	  5.8024e+02
2010-05-08	 	  0f3ab6    1635.1815192206736
09. 05. 2010     	  4cff4b   1.5007e+03
2010-05-09   	94dac3 9.2187e+02
2010-05-09      7c70be 1.3396e+04
2010-05-09   9635c4    1.2775e+03
09.05.2010     015668  8.9800e+02
2010-05-09   6c7c08 1.8812e+02
2010-05-09 		 		93504e	4.1299e+02
09.05.2010    213887    5.2303e+02
2010-05-09  	    96cb89		 5.7790e+02
2010-05-09     5de5fb 174.98088521036243
09. 05. 2010    	 	6b3b81		 4.5472e+02
09. 05. 2010  	 353acc   1.3125e+03
2010-05-09	  098d05   	1.0808e+04
09. 05. 2010     2ad3a3	   1.1924e+03
09. 05. 2010  	  0c88f2    3.0129e+02
09. 05. 2010  	  930abc   	1.7714e+04
10. 05. 2010        5a69f0 	1.0155e+04
2010-05-10  :    87a1c6 1.6597e+04
2010-05-10  20b214	 1.8703e+04
10.05.2010  	     63364c  1272.1154473963925
2010-05-10   1a1112    1.5631e+04
2010-05-10	    613ed6 727.9142428917975
10. 05. 2010      00cf08    835.106969081122
2010-05-10  50bfc1   1.4216e+04
05/10/2010      4bae7f 	  1.2976e+04
2010-05-10 : 3eebf1 1.2105e+03
10. 05. 2010 	 69fbab    16243.06833043913
2010-05-10  	  62f868  12658.015511861498
10.05.2010 	 52b1b7   1.7613e+04
10.05.2010 	 96980f   9.8126e+02
2010-05-10      801f43 1.1195e+04
2010-05-10	  	: 0e52db  1.7996e+02
2010-05-10 	 438e33   4.9338e+02
2010-05-10  	6562a6  14361.707217698284
2010-05-10	  	 1f62c4 	  1.2218e+04
2010-05-11     6b262a 1.2064e+03
11. 05. 2010      2bc92e  2.2041e+02
2010-05-11  	  019901	  1.0635e+03
2010-05-11		 	 1d83dc   	1.2022e+03
11.05.2010 	  091247  		41.95885181749529
2010-05-11    4bf8bc  	888.8136991853996
11. 05. 2010  	 4a138e    9.6368e+02
05/11/2010 	      77ea8e  15776.445261635086
2010-05-11	 09d111	 7.8463e+02
12.05.2010   	 55d7fa  2.7117e+02
2010-05-12      7118ac 1.1812e+04
2010-05-12 	  	  30ec1e   1.8470e+04
12.05.2010   	 2e3f4f   6.0957e+00
12. 05. 2010	 	  71e4b5    1.6241e+04
2010-05-12  	   12b54f  1.6240e+04
2010-05-12 	125c0c  9.6835e+02
05/12/2010    050556 	1.2176e+03
05/12/2010  100990  1.9791e+04
12.05.2010  	    5d1f58	 		7.7198e+02
2010-05-12       236b37    1.1318e+03
05/12/2010 	 :  55792b 4.2580e+02
2010-05-12	  	  8243b3	   1.6154e+03
12.05.2010 	 	  35ae8f   16825.451754300237
2010-05-13	      36f172    1.2353e+03
2010-05-13	   	665f85 1.6860e+04
13.05.2010   66453a   2.4101e+02
05/13/2010  	 	3f24cd	 1.1455e+04
2010-05-13    		8893f2  17353.70973546351
2010-05-13	  	4645a4  	 13465.189388163331
2010-05-13    	  48adcb 	 	17063.75728185046
2010-05-13	    87083e	 63.826342705859965
2010-05-13  5fe774		1.4463e+03
2010-05-13     6d034e   	13450.558257950432
05/14/2010      5e998b  	 1.7242e+03
14.05.2010		    23c110   	1.3673e+03
14. 05. 2010   7888e4 1.5420e+02
14.05.2010  1c9a2e  1.0126e+04
2010-05-14    	 23c053 5.2600e+02
2010-05-14    	716b4f 37.14647246827752
15.05.2010	 	  8268da 652.5350802352465
2010-05-15    40b34c  	 1.1246e+04
2010-05-15  987a6f	 1.4257e+04
2010-05-15   :   	540038			19155.819404619648
15. 05. 2010	  76960d	1.9876e+04
2010-05-15    	1edc32	  1.4455e+02
2010-05-15		51ef18	 	1.0544e+03
15.05.2010  3214d3    1.6838e+02
2010-05-15 	  0940a9  19570.620552308257
15.05.2010 	 53728e	10031.42938384281
2010-05-15 	  	  	3b08fb 1.0593e+04
05/15/2010    8891db  9.2502e+02
2010-05-15	    367061  1.9449e+04
2010-05-15	      5eb0fa   1.2676e+04
15.05.2010 	 	  7bac1e	   935.9326513012616
2010-05-15    	42003c   	1.8787e+04
2010-05-15 : 	4179ba   18786.779175431435
2010-05-15  	3ed3e3  1.5060e+04
15.05.2010   	 2fb844  19120.74743443088
2010-05-16		  	339d3f  		1.5321e+03
16.05.2010        729366    1.5338e+04
2010-05-16  	 	 47be11	   1.2469e+04
16.05.2010 	   26871c  	 1.1079e+03
2010-05-16     1bc666 	1.7016e+04
2010-05-16 	 02ed1b	  242.99655472398956
2010-05-16	    	849dc8    1.4257e+04
2010-05-16       4ccc19 9.8611e+02
16. 05. 2010 	  	  8435f3	   1.5585e+03
05/17/2010    	6c13d8 	  6.0272e+02
05/17/2010 	 2e3f47  1.9605e+04
17.05.2010  26c595 3.5033e+01
05/17/2010	   	 1d9227    4.9927e+02
17. 05. 2010 	   806405    1.0632e+03
17. 05. 2010      2dde78    1.8726e+04
2010-05-17		    4c0fda   5.8664e+02
05/17/2010	      	6d6a79   	356.5625498155925
17.05.2010     7f7f63 7.1766e+02
17. 05. 2010    	  36b8a4    8.4417e+01
2010-05-17    	 	3406b4   405.5675082692587
05/17/2010   871845 1376.9754956301808
2010-05-17	  	 234da1   1.4112e+04
2010-05-17        7c5643  		1.1919e+03
05/18/2010	   19e272 1.5720e+04
2010-05-18  	935ebb    1.5821e+04
18.05.2010     769707   	11833.039958252893
05/18/2010     11241a    5.1188e+02
05/18/2010  :  4c9304 1.4771e+04
2010-05-18 : 054236 	1.3526e+03
2010-05-18  	  32d927 1.1157e+02
18. 05. 2010     7091d4	   1.7171e+04
2010-05-18	  746e31 4.8001e+02
2010-05-19	    		6cc2cb	   1.8312e+04
19. 05. 2010	 28fdce	10082.995795136349
05/19/2010  	    2377eb 	 6.3973e+02
05/19/2010		   158364 1.3714e+03
19. 05. 2010	 1a6fa3 	  1189.5208998056576
05/19/2010    8b151b 	9.0360e+00
05/19/2010   8c737a 		1.9356e+04
19.05.2010    : 195e7b	 	1.8494e+04
